english,indo,english_matches,indo_matches
"small bird with throat and breast is black, beak is small and black, belly and abdomen is grey, superciliary and malar stripe is white.","burung kecil, tenggorokan dan dada berwarna hitam, paruh kecil berwarna hitam, perut dan perut berwarna abu-abu, garis superciliary dan malar berwarna putih.",['superciliary'],['superciliary']
"small bird with varying shades of light gray to black, black eyes, chin, tail feather, white mallar stripe and superciliary.","burung kecil dengan corak bervariasi dari abu-abu muda sampai hitam, mata hitam, dagu, bulu ekor, garis mallar putih dan superciliary.",['superciliary'],['superciliary']
"this small bird has a white belly and breast, with a black neck and superciliary.","burung kecil ini memiliki perut dan dada berwarna putih, dengan leher dan alis berwarna hitam.",['superciliary'],[]
"the black throat and brow of this small bird is contrasted against its white superciliaries, low white cheek patches, and white breast and belly.","tenggorokan dan alis hitam burung kecil ini kontras dengan superciliary yang putih, bercak putih rendah di pipi, serta dada dan perut putih.",['superciliaries'],['superciliary']
"this is a very small round bird with a light brown crown, grey cheek patch, white belly, white supercillary, and a small, black pointed beak.","ini adalah burung bulat yang sangat kecil dengan mahkota berwarna coklat muda, pipi abu-abu, perut putih, supercillary putih, dan paruh kecil runcing hitam.",['supercillary'],['supercillary']
"this light brown bird has a very beautifully patterned head, with a grey crown and cheek patches, black throat, and white superciliaries.","burung berwarna coklat muda ini memiliki pola kepala yang sangat indah, dengan mahkota dan bercak pipi berwarna abu-abu, tenggorokan berwarna hitam, dan superciliary berwarna putih.",['superciliaries'],['superciliary']
a small bird with grey crown white superciliary and black throat.,"seekor burung kecil dengan mahkota abu-abu, superciliary putih, dan tenggorokan hitam.",['superciliary'],['superciliary']
this small bird has a white belly and gray head and wings with white superciliaries,burung kecil ini memiliki perut berwarna putih dan kepala serta sayap berwarna abu-abu dengan superciliary berwarna putih,['superciliaries'],['superciliary']
"this bird has a black head, a white superciliary, a brown wing, and a black outer rectrices.","burung ini memiliki kepala berwarna hitam, superciliary berwarna putih, sayap berwarna coklat, dan outer rectrices berwarna hitam.",['superciliary'],['superciliary']
"this gray bird has longer rectrices, and a distinct white superciliary, as well as a black throat.","burung abu-abu ini memiliki rectrices  yang lebih panjang, dan superciliary berwarna putih, serta tenggorokan berwarna hitam.",['superciliary'],['superciliary']
this fluffy little bird has a white belly and breast with black neck and superciliary.,burung kecil berbulu halus ini memiliki perut dan dada berwarna putih dengan leher dan alis berwarna hitam.,['superciliary'],[]
a small bird with white superciliary black throat and grey breast and belly.,seekor burung kecil dengan tenggorokan hitam superciliary putih dan dada serta perut abu-abu.,['superciliary'],['superciliary']
"this small bird has a buff crown, white superciliary, gray cheek patch, white malar stripe, and black throat and breast.","Burung kecil ini mempunyai mahkota yang mengembang, superciliary berwarna putih, bercak pipi berwarna abu-abu, garis malar berwarna putih, serta tenggorokan dan dada berwarna hitam.",['superciliary'],['superciliary']
"this bird has a white belly, abdomen, and neck with light brown speckles on its crest and superciliaries.","burung ini memiliki perut, perut, dan leher berwarna putih dengan bintik-bintik coklat muda di jambul dan superciliary.",['superciliaries'],['superciliary']
"this bird has a white belly and breast, with brown superciliary and speckled crown.","burung ini memiliki perut dan dada berwarna putih, dengan superciliary berwarna coklat dan mahkota berbintik.",['superciliary'],['superciliary']
"this little bird has a white belly and neck, with a light brown superciliary, crown, back, wings, and tail.","Burung kecil ini memiliki perut dan leher berwarna putih, dengan superciliary, mahkota, punggung, sayap, dan ekor berwarna coklat muda.",['superciliary'],['superciliary']
"this bird has a white belly and breast, with brown superciliary and crown.","burung ini memiliki perut dan dada berwarna putih, dengan superciliary dan mahkota berwarna coklat.",['superciliary'],['superciliary']
this little fuzzy fellow has a white breast and belly with gray crown and superciliary.,makhluk kecil berbulu halus ini memiliki dada dan perut berwarna putih dengan mahkota abu-abu dan alis.,['superciliary'],[]
"this bird has a white belly and breast, with a gray superciliary and crown.","burung ini memiliki perut dan dada berwarna putih, dengan superciliary dan mahkota berwarna abu-abu.",['superciliary'],['superciliary']
this bird has a white belly and breast with a brown crown and superciliary.,burung ini memiliki perut dan dada berwarna putih dengan mahkota dan superciliary berwarna coklat.,['superciliary'],['superciliary']
"a small brown bird with varying shades of brown on the crown, darker rectrices, tan superciliary and tan stripes on the primaries.","burung kecil berwarna coklat dengan corak coklat yang bervariasi pada bagian ubun-ubun, rectrices  yang lebih gelap, superciliary berwarna coklat dan garis-garis coklat pada bagian bulu primer.",['superciliary'],['superciliary']
this bird has a white belly and breast with brown superciliary and crown stripes.,burung ini memiliki perut dan dada berwarna putih dengan garis alis dan mahkota berwarna coklat.,['superciliary'],[]
"this little bird has a white belly and breast with a brown crown, black superciliaries, and white wingbars.","Burung kecil ini memiliki perut dan dada berwarna putih dengan mahkota berwarna coklat, superciliary berwarna hitam, dan garis sayap berwarna putih.",['superciliaries'],['superciliary']
a maroon crowned bird with black superciliary and a puffy gray belly and breast.,burung bermahkota merah marun dengan superciliary hitam dan perut serta dada abu-abu menggembung.,['superciliary'],['superciliary']
a white and black breasted bird with black superciliary and short yellow bill.,burung berdada putih dan hitam dengan alis hitam dan paruh kuning pendek.,['superciliary'],[]
"the plumage is white with small black streaks and the breast, throat and superciliary are bright red and orange, surrounding a very short, thick, pointed-tipped bill.","bulunya berwarna putih dengan garis-garis hitam kecil dan bagian dada, tenggorokan, dan alis berwarna merah cerah dan oranye, mengelilingi paruh yang sangat pendek, tebal, dan berujung runcing.",['superciliary'],[]
"a bird with white primaries, black secondaries and a bright red superciliary.","seekor burung dengan warna bulu primer putih, warna bulu sekunder hitam, dan superciliary merah terang.",['superciliary'],['superciliary']
"this bird has a nice brown on it's wings and crown with a white brow underneath the crown, followed by a black superciliary underneath that.","burung ini memiliki warna coklat yang bagus pada sayap dan mahkotanya dengan alis putih di bawah mahkota, diikuti oleh superciliary hitam di bawahnya.",['superciliary'],['superciliary']
this bird has a gray belly and breast with a brown crown and black superciliary.,burung ini memiliki perut dan dada berwarna abu-abu dengan mahkota berwarna coklat dan superciliary berwarna hitam.,['superciliary'],['superciliary']
a small bird with a brown crown and white superciliary with light taupe throat and breast.,seekor burung kecil dengan mahkota coklat dan superciliary putih dengan tenggorokan dan dada berwarna kelabu tua.,['superciliary'],['superciliary']
this bird has a brown crown with a black superciliary and white belly.,burung ini memiliki mahkota berwarna coklat dengan superciliary berwarna hitam dan perut berwarna putih.,['superciliary'],['superciliary']
"the crown of the head is a deep brown, with an off white eyebrow and a black superciliary, the bill is short and pointed and the body is a variety of browns.","ubun-ubun kepala berwarna coklat tua, alis berwarna putih pucat dan superciliary berwarna hitam, paruh pendek dan runcing serta badan berwarna coklat bervariasi.",['superciliary'],['superciliary']
"a small bird with a rust colored crown, white superciliary, black eyebrow and grey cheek patch.","burung kecil dengan mahkota berwarna karat, superciliary putih, alis hitam, dan pipi abu-abu.",['superciliary'],['superciliary']
"a small bird with gray breast and throat, brown crown, white superciliary, and short black beak.","seekor burung kecil dengan dada dan tenggorokan berwarna abu-abu, mahkota berwarna coklat, superciliary berwarna putih, dan paruh hitam pendek.",['superciliary'],['superciliary']
"a small bird with a substantial head, small orange beak, brown eyebrows and cheek patch, white superciliary and malar strip, and orange tarsus and feet.","seekor burung kecil dengan kepala besar, paruh kecil berwarna oranye, alis dan pipi berwarna coklat, garis superciliary dan malar berwarna putih, serta tarsus dan kaki berwarna oranye.",['superciliary'],['superciliary']
this bird has a small tan bill with off white superciliary and brown crown,burung ini mempunyai paruh kecil berwarna coklat dengan superciliary berwarna putih dan mahkota berwarna coklat,['superciliary'],['superciliary']
"small bird with a white underbelly, yellow and black streaks on the backside, white outline along the superciliary and cheek area.","burung kecil dengan perut bagian bawah berwarna putih, guratan kuning dan hitam di bagian belakang, garis putih di sepanjang daerah superciliary dan pipi.",['superciliary'],['superciliary']
